카테고리,주제,내용
학업문제,책상에만앉으면꾸벅꾸벅,"전 고등학교 1학년 남학생입니다. 여러가지 머리가 복잡해서요... 간단히 말해서 요즘 매사에 자신감이 없고 활기차지두 않구 전에 제 모습과는 많이 변해버린 제 모습을 보게됩니다. 이런 제 모습이 저두 마구 싫어질 때두 많이 있어요. 엄마의 기대, 주위 사람들의 시선…… 보다는 이런 모습의 제 자신. 변해버리구 너무 나약한 제 자신이 싫어요. 아무리 독한 맘을 먹구 공부하자! 해도 책상앞에 몇 분 못앉어 있어요. 독서실에 다니는데 일주일에 5일정도는 엎드려 자죠. 저두 제 자신을 컨트롤 못해요. 이런 제 자신이 싫어서 메일 드립니다. 이번에 보는 시험을 꼭 잘 봐야 하는데... 정말 제가 대학에 갈 수 있을지 자신이 없어요. 교회를 다니는데 자꾸 믿음이 흔들리구..과목에 제일 힘든게 수학인데...정말 힘들어요.. 수학 때문에 다른 과목까지 하기 싫어 질때두 있어요. 영어는 못하지만 흥미는 좀 있구 무엇보다 어떻게 공부하는지 대충은 알아서 좀 쉬워요. "
학업문제,고등학교생활에적응이어렵다,고등학교에 입학한 남학생인데 중학교 시절과는 너무나 딴판이다. 하루하루가 무척이나 힘들다. 적응이 안돼서 하루에 4～5시간뿐이 잠을 못자구 있다. 남들보다 뒤떨어질까보다 학원 과외 독서실 운동등 닥치는 대로 하구 있는데 이렇게 하다간 도저히 삼년동안 버티어 낼지 정말 의문이다. 중학교 시절엔 힘든 일이 있으면 잠시 한 오분동안이나마 즐거운일을 생각하면 힘이 생겨났지만 인제 그것두 힘들다. 어떻게 해서든지 내 장래를 위해 원하는 대학을 가긴 가야겠는데 너무나 길이 험란하다. 
학업문제,노력해도성적이제대로나오지가않아요,고등학교 남학생이다. 주말마다 주요 과목 시험을 보는데 수학은 20개 중 5개 밖에는 맞지를 못했다. 지난 방학 때도 계속 수학 공부만 했는데 결과가 너무나 실망스럽다. 이래가지고 대학도 못 갈 것 같고 내개 하고 싶은 아무것도 할 수가 없는 생각이 들어서 괴롭다. 앞으로 어떻게 해야할까?
학업문제,학업으로인한열등감,나의 가장 큰 고민은 학교성적이다. 학교에서나 집에서나 공부를 못한다고 무시당하고 성적표만 받으면 부모님께 야단을 맞는다. 나도 공부를 잘해서 선생님과 부모님께 칭찬을 받고 싶은데 정신집중이 안되고 자꾸 쓸데없는 생각을 하게 된다. 차라리 고등학교를 포기해 버리고 싶은 마음도 있지만 그렇게 하면 부모님께 크게 혼날 것이다. 정말 어떻게 하면 공부를 잘할 수 있는지 알고 싶다.
학업문제,학업열등감,"여고 1년생으로서 일류대학에 들어가고 싶은데 성적은 하위권이기 때문에 고민스럽다. 언니, 오빠는 모두 다 일류대학에 들어갔으나 나만 성적이 나빠서 가족들의 따돌림을 받는것 같고 열등감도 느껴진다. 하루 빨리 성적을 올려 나도 일류대학에 들어갈 수 있었으면 좋겠다. 그러나 공부를 하려 해도 격차가 너무 심해 올라 가기가 어렵고, 공상만 하게 된다."
학업문제,학교성적으로인한고민,"모든 것이 공부와 연결되어지는 내 인생에 대해 서글픔을 느낀다. 인문계 고등학교에 가서 공부를 잘해 일류대학에 입학해야 된다는 것은 사실이고, 그렇게 해야만 잘 살 수 있다는 것도 알고 있지만 공부는 되지 않고 점점 고민만 쌓여 가슴이 답답하다. 나는 하나에서부터 열까지 전부 공부에 맞춰진 생활과 부모님의 과잉보호에 의해서 만들어진 허수아비이다. 공부를 못하면 인생의 낙오자가 된다는 부모님과 주위 어른들의 압력을 이제는 견디기가 너무 힘들다."
학업문제,자신없는대학진학,대학입시가 얼마 남지 않았다는 사실이 떠오를 때마다 그 부담감은 말로 표현할 수가 없을 정도다. 고3이 된뒤로 성적이 더 떨어졌다. 고1때 너무 놀아서 그런지 공부하는 방법도 모르겠고 무엇부터 어떻게 시작해야 할지도 모르겠다. 매일밤 공부를 해야 한다는 생각이 나의 머리를 짓누르지만 막상 책상앞에만 앉으면 잡념이 머리를 꽉 채워버려서 가슴이 터질것만 같다. 하지만 부모님이 저렇게도 원하시는 대학에 실패한다면 나는 살아갈 이유가 없다. 정말 이 지구를 떠나고 싶다.
학업문제,이과반에서의좌절감,고등학교 2학년인 남학생이다. 1학년때 문과와 이과를 나누게 되는데 나는 아버지가 무조건 이과에 가서 아버지가 나오신 바로 그 대학 그과에 들어가야된다는 바람 때문에 이과를 선택했다. 하지만 2학년 생활의 반이 지나간 지금 나의 생활은 정말 엉망이다. 수업내용은 전혀 알아 들을 수가 없고 반친구들과도 어울리지 못하고 있다. 앞으로 어떻게 해야할지 모르겠고 어느때는 다 포기하고 가출하고 싶은 생각도 든다. 
학업문제,시험지옥,"고등학교 2학년 여학생인데 시험때가 지나고 성적이 나오면 부모님과 선생님의 꾸중과 질책이 지긋지긋하다. 비록 대학가기가 어렵고 힘들다지만 나는 친구도 만나고 싶고 연극도 보고 싶고 하고 싶은 것을 하면서 살고 싶다. 하지만 학교에서건 집에서건 내게 허락되는 것은 별로 없다. 시험때가 다가오면 밥맛도 없어지고, 학교나 집의 분위기는 무겁기만 하다. 이런 공부가 왜, 어디에 필요한 건지, 언제까지 이렇게 살아야 하는 건지 그저 죽고만 싶다."
학업문제,시험불안,고3학생인데 시험결과에 대한 걱정 때문에 공부를 해도 집중이 잘 되지 않는다. 시험을 잘 보려면 먼저 공부를 열심히 해야 하는데 '시험성적이 떨어지면 어떻게 하나...' 하는 생각 때문에 아무것도 할 수가 없어서 고민이다.
학업문제,성적하락,"고등학교 2학년에 다니고 있는데 성적이 점점 떨어지고 있다. 초등학교때는 전교에서 몇 등을 할 정도로 공부를 잘했는데 중학교에 와서는 성적이 주춤했다. 그런데 고등학교에 진학하고부터는 성적이 조금씩 떨어지기 시작했다. 내 나름대로 분석을 해보니 영어, 수학등의 기초과목이 부족해서 그런것이 아닌가 싶어 그런 공부를 열심히 했으나 잘하는 애들을 따라잡기에는 역부족이었다. 내가 머리가 나쁜 것인지 아니면 공부방법에 문제가 있는 것인지 자신감도 없어지고 아예 포기하고 싶은 마음까지 생긴다."
학업문제,성적으로인한갈등,중학교 3학년인 남학생이다. 중학교 1학년때 까지는 성적이 반에서 5등내외였으나 3학년이 되고부터 성적이 많이 떨어졌다. 고등학교 시험을 앞두고 성적이 올라가도 시원치 않은데 이렇게 되고 보니 자신감도 많이 떨어지고 무기력해졌다. 지난번 중간고사 성적표는 엄마 몰래 내가 도장을 찍어서 냈다. 지금 상황에서는 공부를 더 열심히 해도 시원치 않은데 요즘은 공부가 더 안된다.
학업문제,성적부진시험때만되면잠이안온다,중학교 3학년 여학생인데 시험때만 되면 며칠 동안 밤을 새다시피 공부를 하였는데도 성적이 떨어져 선생님과 부모님께 꾸중을 듣게 되고 그러고 나면 걱정이되어 잠이 오지 않을 정도다. 이번 시험에 또 성적이 떨어지면 아이들이 나를 따돌리고 선생님도 또 나를 차별할텐데 그 생각만 하면 너무나 긴장되어 아는것도 틀리고 만다. 어떻게 하면 공부를 잘할 수 있는지 알고 싶다.
학업문제,학업문제로인한부모님과의갈등,중학교 1학년 여학생이다. 그런데 벌써부터 부모님들이 공부하라는 성화가 대단하다. 특히 초등학교때 까지는 나와 성적이 비슷했던 친구가 중학교에 온 뒤로는 공부를 잘하게 되자 부모님의 극성이 더 심해졌다. 어떻게 생각하면 지금부터 그렇게 해야만 대학에 들어갈 수 있으니까 당연하게 받아들여야 하겠지만 생각뿐이지 행동은 잘 되지 않는다.
학업문제,성적상상으로인한학업문제,"얼마전에 친구로 부터 성인 만화책을 보게되었는데 그뒤로 부터 성적인 상상이 자꾸 떠오른다. 부모님은 밤마다 그런 것을 하겠구나 하는 생각도 들고, 길거리에서 예쁜 여자만 봐도 그 화책이 떠오른다. 또 공부시간에 젊은 여자 선생님이 들어오시면 그런 상상을 하게 된다. 그러다보니 성적이 자꾸 떨어지고 공부도 잘안되서 고민이 된다."
그외문제,지능검사결과에대한실망감,"저는 중학생입니다. 얼마전 학교에서 지능검사 받은 결과를 우연히 알게 되었는데 IQ가 두자리 숫자인 것을 보고 충격을 받았습니다. 그래서 지금은 공부도 머리에 들어오지 않고 창피해서 죽고 싶은 마음입니다. 선생님, 이런 검사를 어느 정도 믿어야 하는 건지 알고 싶구요. 다시 한 번 받아보려면 어떻게 해야 하나요? "
그외문제,대학에진학못한내가초라해보입니다,저는 막 사회에 입문한 여학생입니다. 아니 이젠 직장인이라 해야 맞겠네요. 제 딴엔 열심히 여러 일들을 추진하지만 매번 일이 잘 안됩니다. 친구들은 대학생활 이야기로 꽃을 피울 때 전 한마디 말도 못 하고 듣고만 있어야 하니.... 내 자신이 다른 아이들과 비교해 제일 못나게만 느껴집니다. 그들 앞에서 그런 티를 내지 않으려 노력한 탓에 아이들은 제가 순탄히 잘 지내는 줄만 압니다. 자신을 감추고 과장해서 말하는 제자 신이 너무 초라해 보입니다. 어쩌면 좋을까요? 
그외문제,시간관리를효율적으로하려면?,저는 고등학교 1학년 학생입니다. 새학기 초에는 공부도 열심히 하고 여러 가지 취미활동을 다양하게 하고자 많은 계획을 세웠습니다. 그러나 작심삼일이라고 제가 세운 계획을 하나. 둘 실천하지 못하다가 요사이는 될 대로되라는 식으로 아무렇게나 지내고 있어 하루하루가 무의미하게 흘러가는 것 같습니다. 곧 방학인데 어떻게 하면 좋을까요? 
그외문제,가출한학생인데다시모범생이되고싶어요,안녕하세요. 저는 고등학교 1학년 여학생입니다. 학교 입학할 당시 모범생이란 말을 들었는데 지금은 성적과 학교 생활에 자신을 잃어가고 있어요. 부모님의 지니친 기대도 힘들구요. 답답한 마음에 친구들과 술.담배를 시작했는데 지금은 끊기가 힘들어요. 이러는 제가 싫어서 가출을 했습니다. 새로운 선택을 하고 싶었거든요. 하지만 지금 은 다시 예전처럼 생활하고 모범생이라는 말도 듣고 싶어요. 지금의 친구들은 저를 계속 끌어당기는데 저는 어떡하면 좋을지 모르겠어요. 
그외문제,음성써클을탈퇴하고싶어요,"저는 고2 여학생입니다. 학교에서는 선도부원이며 선생님들께서는 저를 모범학생으로 보고 계십니다. 그런데 저는 부모님과 대화가 통하지 않고 집에 있으면 답답하여 가출을 몇 번 했었고, 우연한 기회에 친구를 따라 음성써클에 들게 되었습니다. 그런데 이제는 학교에서와 밖에서의 이중적인 생활이 싫어 써클을 탈퇴하려고 하는데 선배들이 탈퇴하면 다칠 줄 알라고 위협합니다. 어떻게 해야 할지 막막합니다. "
그외문제,"아,오락은이제그만",저는 자신도 모르게 오락이 습관이 되어 버린 남학생입니다. 공부도 잘 안되고 부모님들도 걱정이 많으세요. 나름대로 취미생활을 개선해 보려고 독서도 하고 음악감상도 해보지만 곧 오락을 하게 됩니다. 또 친구들과는 오락디스켓을 돌려 보는데 야한 것들도 많아 더 큰 문제입니다. 어찌해야 좋을지 모르겠어요. 정말로 전 더 이상 오락을 하고 싶지 않아요. 하지만 저도 어쩔 수 없이 또 오락에 빠져드는데 ... 오락을 안할 수 있는 좋은 방법이 없을까요? 
그외문제,채팅중독에서벗어나는방법은?,채팅을 시작한지 2년째 되는 고 2학생입니다. 늦은 밤이나 새벽에 잠이 오지 않을 때 하게된 채팅이 이제는 제가 생각하기에도 거의 중독에 가까울 정도입니다. 채팅 중독에서 벗어나는 방법이 없을까요? 
그외문제,죽음이란무엇입니까?,아무리 생각해도 죽음에 대해서는 이해가 안 가는 부분이 아주 많습니다. 전문가 선생님께서는 죽음에 대해 어떻게 생각하십니까? 저는 죽음에 대해서 그리 두렵지 않습니다. 왜냐하면 사람은 한번 태어나면 죽 기 때문입니다. 저의 나이는 15살입니다. 앞으로 살날은 많습니다. 하지만 나는 죽고 싶습니다. 그 이유를 모르겠습니다. 괜히 눈물이 나려고 하고 쓸쓸합니다. 왜 그런지 나도 모르겠습니다. 이 궁금증 좀 풀어 주십시오. 
그외문제,한가수를알고부터,"저는 고2 여학생입니다. 저는 전에는 신앙 생활도 열심히하고 또 공부도 열심히 해서 모범학생이라는 소리를 들었는데, 한 가수를 알고 난 후부터 저의 생활은 조금씩 변해가기 시작했습니다. 저는 그 가수가 TV에 출연할 때면 너무 좋아서 모든 일을 마다하고 TV앞에만 앉습니다. 그리고 수업 시간에도 그를 생각하며 공상을 하곤 합니다. 공부도 잘 되지 않고 신앙 생활도 게을리한 것 같아 주님께 죄송할 때가 한두 번이 아닙니다. 그 가수는 저에게 큰 기쁨을 가져다 줍니다. 그래서 좋아하는 것을 그만둔다는 것은 생각하기도 싫습니다. 저 에게는 이것이 큰 고민입니다. 어떻게 하면 좋을까요? 계속 그 가수를 좋아하면서도 공부하고, 또 신앙 생활도 열심히 하는 저는 될 수가 없는 걸까요? 요사이 저와 같은 학생들이 많다고 생각되는데, 저와 그 학생들을 위해서 꼭 좋은 말씀 들려주세요."
그외문제,탈선의갈등,중학교 2학년의 남학생이다. 어떤 친구와 같이 지내면서 내가 나쁜 길로 빠지고 있는 것 같다. 요즘은 독서실 간다고 집에서 돈을 얻어 그 친구들과 함께 만화방에 가거나 술을 먹거나 하며 시간을 보낸다. 얼마 전에 엄마에게 모든 사실을 들켜서 이제는 집에서 거의 갇혀 지낸다. 내가 한 짓이 좋지 않다는 것을 알기는 하지만 학교에 가면 또다시 그 애들과 어울린다. 그러지 않으려고 해도 자꾸 그렇게 되는데 어떻게 해야 할지 모르겠다.
그외문제,컴퓨터구입,중학교 3학년에 다니고 있는 남학생이다. 컴퓨터가 있으면 오락을 마음껏 할 수 있을 것 같아서 컴퓨터를 사기 위해 아침마다 신문 돌리는 일을 했었다. 그 사실을 알게된 아버지는 날 꾸중하셨고 결국은 신문배달을 그만 두어야 했다. 꼭 컴퓨터를 가지고 싶은데 아버지는 대학에 들어간 다음에야 사주시겠다고 한다. 컴퓨터를 산다고 해서 공부를 안하지도 않을 건데 미리부터 안된다고 하시는 아버지를 이해할 수가 없다. 컴퓨터를 꼭 사야 된다는 생각 때문에 공부가 안될 지경이다. 어떻게 좋은 방법이 없겠는가?
그외문제,"흡연,본드흡입",중학교 1학년때 호기심반 선배들의 압력 반으로 담배를 배우게 되었다. 그후로 그 선배들과 어울리면서 술도 마시게 되었고 본드도 흡입하게 되었다. 그렇게 되면서 학교에 결석하는 날이 잦아졌고 부모님을 마주 대할 수도 없다. 내가 어쩌다가 이렇게 되었는지 모르겠지만 이런 생활에서 헤어나지지 않는다.
그외문제,반장은어떤사람이어야하나요?,"저는 중학교 3학년 남학생이며 학급에서 반장을 맡고 있습니다. 전 지금까지 반장으로 생활하면서 '반장이란 모범적이고 잘 나가면서 공부도 잘하는 사람이어야 한다'고 생각해왔습니다. 그렇지만 그 기준에 비춰보면 전 좀 부족한 것 같습니다. 반장으로서 애들을 조용히 시키기도 무척 힘드네요. 그리고 모범이 되기 위해 공부를 열심히 하여 성적을 올리는 것도 쉽지 않습니다. 그렇다고 이런 현실을 도피할 수도 없고요. 그래서 이렇게 상담 드리는 것인데 대체적으로 반장의 성격과 특징을 알려주세요. 그리고 내성적이거나 수줍음을 많이 타는 성격 을 어떻게 개조해야 하는지도 알고 싶어요. 어떤 것이 학급을 위해, 그리고 나를 위해 더 나아가서는 나의 미래를 위해 적합한지를 알려주세요. "
그외문제,고교진학후학교에적응이안되는경우,"남자고교 1년생이다. 남녀공학 중학교를 나와서 그런지 남자학교로 와서 약간은 아이들과 선배들이 거칠고 마음에 안든다. 심지어 같은 나이의 친구들도 무서울때가 있다. 친구도 사귀기가 힘들고,선생님들도 싫다. 처음 입학할때부터 학교가 싫었다. 이 상황을 어떻게 해쳐나가야할지 막막하고 내가 가야할길도 막막하다. 어머니에게 제가 말을 했는데, 어머니도 이해를 못하시고 내 말을 들어주시지도 않는다. 학교가 무섭다. 친구들과 선배와 선생님들도..., 어떻게 해야 학교생활 적응하여, 다른 아이들처럼 잘 지낼 수 있 뺑적 학교에서는 공부가 안된니다. 선생님들이 가르쳐주시는 게 마음에 안 든다. 어떻게 해쳐가야 하나? "
그외문제,연예인으로인한공부방해,고등학교 재학중인 여학생이다. 유명한 가수의 공연을 보고 난 후 공부에 정신을 집중할 수가 없다. 부모님의 이해를 얻고 싶지만 무조건적으로 우리들이 나쁘다는 판단을 하시니 괴롭기만 하다. 무조건적인 반대가 우리들에게 더 큰 상처를 남긴다는 사실을 부모님은 왜 모르실까? 부모님 몰래 팬클럽 활동을 하고 있기는 하지만 부모님을 속인다는 사실에 불안하고 답답하다.
그외문제,연예인생각,중학교 1학년 때까지는 이런일이 없었는데 2학년이 되고 부터 최근에 가장 인기있는 연예인을 너무나 좋아해서 걱정이다. 이러면 안되는데 하면서도 하루라도 그 가수의 사진이나 노래를 안들으면 미칠것 같은 기분이다. 또 내가 좋아하는 그 오빠를 다른 애가 좋아하면 웬지 기분이 나쁘다. 그 가수오빠 얼굴이 공부시간에도 항상 떠올라 공부는 잘 안되고 마음 한구석이 허전하다. 공부를 열심히 해야 되는데 계속 이런 생각만 들어서 걱정이다.
그외문제,성호기심과성적충동간의갈등,"초등학교 6학년때 친척집에 갔다가 사촌형의 책상에서 이상한 사진을 보았다. 그뒤로 그런쪽에 관심이 생겨 그런 여자의 사진들이 있는 책을 사서 보고 책상 서랍에 넣어 두었는데 없어졌다. 아마 엄마가 가져가신 것같은데 그것에 대해서 아무 말씀도 안하신다. 그뒤로 엄마를 볼 때마다 안절부절 못하겠고, 내가 그런 일을 했다는 것에 대해 후회를 하지만 그런 쪽에 계속 관심이 생겨서 막을 도리가 없고 공부도 안된다."
